3.5000000000	0.0012016700	0.0015376280	0.0015779300	0.0090913550	173.7214000000	171.9077000000	160.3961000000	168.8381000000				
3.7500000000	0.0015186200	0.0024351030	0.0021765100	0.0127385100	176.0258000000	161.8197000000	163.9297000000	165.0562000000				
4.0000000000	0.0019640070	0.0030998180	0.0033501140	0.0179913300	177.8353000000	156.9588000000	162.2254000000	159.9216000000				
4.2500000000	0.0026218430	0.0060299280	0.0055687320	0.0301846800	167.8871000000	149.6389000000	149.0792000000	150.4674000000				
4.5000000000	0.0033661870	0.0107126500	0.0092080680	0.0499010400	148.6269000000	116.7791000000	123.8581000000	122.8214000000				
4.7500000000	0.0030578140	0.0129539900	0.0122823200	0.0628745500	128.2377000000	73.2592800000	90.9290900000	82.6995200000				
5.0000000000	0.0019731900	0.0107592200	0.0131419600	0.0539570200	116.7296000000	35.4938900000	50.5713200000	40.2641600000				
5.2500000000	0.0013087190	0.0073898090	0.0087711380	0.0319151100	152.0115000000	17.5101400000	11.8111000000	20.4168500000				
5.5000000000	0.0019988080	0.0060557260	0.0056194800	0.0262012000	173.2640000000	11.6993300000	21.3263300000	15.0986800000				
5.7500000000	0.0026866980	0.0051947020	0.0054388820	0.0209550900	175.3016000000	7.4530650000	13.4312000000	12.5443500000				
6.0000000000	0.0034041020	0.0048444210	0.0050240120	0.0181517000	176.3353000000	6.2962300000	10.7282500000	10.1493000000				
6.2500000000	0.0041287850	0.0046116190	0.0046431500	0.0161806000	178.3429000000	2.9779900000	7.3908250000	8.6633440000				
6.5000000000	0.0049650250	0.0043217610	0.0045604610	0.0146839500	177.3930000000	3.0277680000	7.6187600000	8.3283240000				
6.7500000000	0.0059320680	0.0045663930	0.0045531310	0.0134863400	177.1917000000	2.0374500000	4.7587330000	7.4042160000				
7.0000000000	0.0071521410	0.0044796160	0.0046992160	0.0125880400	176.0077000000	-0.7006251000	3.6481710000	6.8224430000				
7.2500000000	0.0085141530	0.0047830670	0.0048309550	0.0118100100	175.9138000000	-2.5867230000	1.6910330000	6.6321940000				
7.5000000000	0.0103322500	0.0053250130	0.0052005370	0.0111985200	174.5230000000	-4.0107720000	0.5287902000	6.3294780000				
7.7500000000	0.0129967800	0.0057656740	0.0056599590	0.0107363000	172.3568000000	-6.8822350000	-3.0980130000	6.4078790000				
8.0000000000	0.0153398000	0.0061902130	0.0061186200	0.0100898100	168.3530000000	-8.4052720000	-4.5064990000	6.6546970000				
8.2500000000	0.0190029000	0.0074560090	0.0069692020	0.0095147410	169.6587000000	-9.1924280000	-4.3887930000	7.8931620000				
8.5000000000	0.0274325800	0.0093435340	0.0090593900	0.0088840710	168.3976000000	-15.1348600000	-6.4987200000	9.7573920000				
8.7500000000	0.0410060400	0.0123631400	0.0124726800	0.0081505640	156.7485000000	-26.2604200000	-17.9735900000	15.2188900000				
9.0000000000	0.0579478900	0.0157112300	0.0163123000	0.0085945470	136.3728000000	-47.3773600000	-38.8226900000	25.7668900000				
9.2500000000	0.0719207500	0.0171509300	0.0189439200	0.0104673700	110.0961000000	-73.3307800000	-65.8675600000	26.9042300000				
9.5000000000	0.0762209900	0.0163392900	0.0183991700	0.0114745300	80.0565900000	-97.9185800000	-95.9076100000	23.2150600000				
9.7500000000	0.0679268500	0.0143112600	0.0153159400	0.0120956100	52.5678800000	-119.9618000000	-123.9818000000	16.0660700000				
10.0000000000	0.0518259800	0.0120059400	0.0109206300	0.0120035000	30.8221400000	-140.0919000000	-145.8989000000	11.4930200000				
10.2500000000	0.0372892500	0.0090227340	0.0074512260	0.0116115500	19.1202600000	-159.4406000000	-156.9444000000	7.0857040000				
10.5000000000	0.0278897500	0.0058074760	0.0052913460	0.0109363800	17.0142000000	-167.6346000000	-158.7518000000	4.8808540000				
10.7500000000	0.0238856300	0.0044237140	0.0041089560	0.0104372600	18.8722200000	-167.4449000000	-157.3972000000	5.1523030000				
11.0000000000	0.0220897400	0.0035517150	0.0035373910	0.0101914300	17.1390300000	-164.0660000000	-158.5573000000	4.3196740000				
11.2500000000	0.0197497400	0.0032100920	0.0030140900	0.0099552850	14.0316500000	-168.4982000000	-161.7050000000	4.4271250000				
11.5000000000	0.0176650900	0.0025867120	0.0025420450	0.0097886260	13.4558100000	-171.0999000000	-163.3638000000	4.1603790000				
11.7500000000	0.0164834000	0.0024713790	0.0024842130	0.0095680100	13.9704000000	-170.2718000000	-162.6288000000	3.8270750000				
12.0000000000	0.0154480100	0.0019462710	0.0020077380	0.0093491870	13.5589400000	-170.9583000000	-165.2295000000	3.9457310000				
12.2500000000	0.0146609600	0.0018111170	0.0017691970	0.0092659550	12.8982000000	-168.2657000000	-160.5907000000	3.8990770000				
12.5000000000	0.0138419500	0.0017594680	0.0016662620	0.0091238220	11.8687900000	-174.3929000000	-165.0160000000	3.5027180000				
12.7500000000	0.0131370300	0.0013674040	0.0015888590	0.0090408870	12.2669900000	-179.4064000000	-164.9480000000	4.8577950000				
13.0000000000	0.0126761700	0.0014039250	0.0014716290	0.0088494620	12.3578100000	-169.6348000000	-167.4625000000	4.1141130000				
13.2500000000	0.0121398900	0.0009655357	0.0013940940	0.0086993140	12.0375200000	-173.0682000000	-167.4346000000	4.6124830000				
13.5000000000	0.0117695300	0.0018799260	0.0011771870	0.0088420330	11.9100500000	-137.0552000000	-166.9874000000	4.0525880000				
